loan_id,customer_id,branch_id,loan_type,loan_amount,tenure_months,interest_rate,disbursement_date,loan_status
LN005118,CUST06106,BR039,Consumer Durable,861000,24,16.57,2022-12-27,Active
LN005119,CUST04579,BR029,Two-Wheeler Loan,1308000,12,16.34,2021-11-04,Active
LN005120,CUST05102,BR020,Two-Wheeler Loan,1383000,60,22.68,2022-07-30,Closed
LN005121,CUST05540,BR022,Personal Loan,939000,18,15.62,2023-10-16,Closed
LN005122,CUST04064,BR015,Consumer Durable,353000,60,14.23,2022-09-04,Written-Off
LN005123,CUST01509,BR022,Two-Wheeler Loan,286000,18,14.04,2023-01-21,Active
LN005124,CUST04787,BR029,Personal Loan,1463000,48,20.85,2021-11-13,Closed
LN005125,CUST04835,BR004,Personal Loan,34000,60,14.92,2022-01-23,Closed
LN005126,CUST07372,BR022,Personal Loan,1144000,48,11.52,2021-03-02,Active
LN005127,CUST03412,BR007,Personal Loan,356000,24,11.88,2023-07-25,Closed
LN005128,CUST03016,BR034,Personal Loan,849000,48,21.75,2022-03-07,Closed
LN005129,CUST03119,BR007,Consumer Durable,967000,60,21.83,2021-10-29,Closed
LN005130,CUST06963,BR022,Personal Loan,1263000,36,22.03,2021-01-02,Active
LN005131,CUST05368,BR035,Personal Loan,1368000,36,16.8,2023-11-16,Active
LN005132,CUST06542,BR010,Personal Loan,229000,60,15.93,2021-09-13,Closed
LN005133,CUST04902,BR006,Personal Loan,890000,18,14.1,2023-03-22,Active
LN005134,CUST03228,BR035,Consumer Durable,1237000,36,17.47,2022-03-18,Closed
LN005135,CUST02876,BR024,Consumer Durable,79000,12,16.04,2021-07-24,Closed
LN005136,CUST04766,BR007,Personal Loan,50000,36,15.53,2021-09-20,Written-Off
LN005137,CUST01560,BR038,Personal Loan,155000,18,12.0,2021-05-27,Closed
LN005138,CUST03144,BR023,Personal Loan,90000,48,13.81,2023-03-12,Active
LN005139,CUST07278,BR018,Consumer Durable,96000,12,23.09,2023-08-08,Closed
LN005140,CUST00271,BR001,Personal Loan,68000,48,17.87,2021-11-27,Closed
LN005141,CUST05465,BR027,Personal Loan,222000,18,10.56,2021-03-05,Closed
LN005142,CUST04210,BR038,Personal Loan,488000,12,16.03,2022-05-23,Closed
LN005143,CUST06675,BR015,Consumer Durable,1144000,24,20.45,2021-03-11,Active
LN005144,CUST02041,BR013,Two-Wheeler Loan,75000,36,13.39,2022-09-06,Active
LN005145,CUST06333,BR006,Personal Loan,79000,60,11.94,2022-06-12,Active
LN005146,CUST06143,BR018,Personal Loan,771000,12,18.55,2021-11-18,Closed
LN005147,CUST02256,BR040,Personal Loan,421000,18,13.27,2023-07-17,Active
LN005148,CUST03731,BR028,Consumer Durable,459000,36,13.75,2023-12-11,Active
LN005149,CUST01009,BR005,Personal Loan,1484000,24,21.08,2021-03-19,Written-Off
LN005150,CUST01686,BR003,Consumer Durable,278000,18,22.75,2021-10-15,Closed
LN005151,CUST05858,BR021,Consumer Durable,196000,12,21.69,2023-01-07,Active
LN005152,CUST02923,BR025,Personal Loan,66000,12,23.19,2023-08-22,Closed
LN005153,CUST00265,BR006,Two-Wheeler Loan,63000,36,17.71,2021-09-22,Active
LN005154,CUST04657,BR038,Personal Loan,566000,48,22.43,2021-08-26,Active
LN005155,CUST07818,BR011,Personal Loan,348000,24,12.94,2022-12-19,Active
LN005156,CUST00435,BR025,Consumer Durable,1273000,12,14.96,2023-03-07,Active
LN005157,CUST06278,BR021,Personal Loan,194000,48,17.17,2021-06-16,Active
LN005158,CUST03017,BR001,Personal Loan,162000,48,21.09,2021-07-26,Active
LN005159,CUST01967,BR035,Personal Loan,1397000,12,18.17,2022-03-13,Active
LN005160,CUST01736,BR038,Personal Loan,1225000,48,13.96,2021-11-28,Closed
LN005161,CUST03597,BR039,Personal Loan,348000,60,10.88,2021-01-16,Active
LN005162,CUST07212,BR017,Two-Wheeler Loan,1039000,12,15.2,2022-12-06,Active
LN005163,CUST01825,BR001,Personal Loan,476000,18,23.8,2023-04-25,Closed
LN005164,CUST05339,BR030,Personal Loan,53000,48,14.12,2022-12-22,Active
LN005165,CUST02569,BR040,Personal Loan,324000,24,22.72,2021-07-31,Closed
LN005166,CUST07203,BR026,Two-Wheeler Loan,124000,24,15.21,2022-06-05,Active
LN005167,CUST01590,BR003,Personal Loan,479000,18,18.15,2021-12-30,Closed
LN005168,CUST05485,BR038,Two-Wheeler Loan,79000,60,17.74,2023-06-24,Closed
LN005169,CUST04471,BR035,Two-Wheeler Loan,46000,18,13.72,2023-03-19,Closed
LN005170,CUST00832,BR023,Two-Wheeler Loan,172000,12,15.97,2022-07-20,Active
LN005171,CUST07066,BR010,Personal Loan,428000,24,11.29,2023-10-17,Active
LN005172,CUST01371,BR016,Two-Wheeler Loan,76000,36,18.6,2021-03-30,Active
LN005173,CUST06036,BR008,Personal Loan,420000,12,11.55,2021-11-22,Active
LN005174,CUST06376,BR026,Personal Loan,73000,60,13.37,2023-05-24,Closed
LN005175,CUST00403,BR035,Consumer Durable,208000,24,13.76,2021-11-06,Active
LN005176,CUST05361,BR018,Personal Loan,1034000,48,23.19,2023-04-26,Closed
LN005177,CUST00165,BR019,Consumer Durable,1054000,24,16.16,2023-11-15,Active
LN005178,CUST05944,BR020,Personal Loan,914000,60,15.93,2023-10-06,Closed
LN005179,CUST07083,BR014,Consumer Durable,950000,18,23.53,2021-06-18,Active
LN005180,CUST01983,BR034,Two-Wheeler Loan,376000,18,12.84,2023-03-16,Active
LN005181,CUST05369,BR005,Personal Loan,1359000,24,19.16,2023-05-02,Active
LN005182,CUST03987,BR008,Personal Loan,1258000,18,23.7,2023-03-04,Active
LN005183,CUST02804,BR017,Personal Loan,1031000,24,17.08,2021-10-11,Closed
LN005184,CUST05373,BR001,Personal Loan,424000,48,22.94,2022-06-19,Active
LN005185,CUST02624,BR022,Personal Loan,193000,18,17.59,2023-11-18,Written-Off
LN005186,CUST04675,BR018,Personal Loan,50000,12,17.52,2023-01-23,Active
LN005187,CUST01769,BR022,Personal Loan,1436000,48,20.68,2021-05-18,Active
LN005188,CUST03488,BR039,Personal Loan,560000,18,20.61,2021-11-02,Active
LN005189,CUST07579,BR031,Two-Wheeler Loan,215000,60,11.29,2023-12-03,Active
LN005190,CUST00279,BR032,Personal Loan,83000,18,18.68,2021-08-12,Active
LN005191,CUST06913,BR038,Personal Loan,40000,18,14.14,2022-12-22,Closed
LN005192,CUST00754,BR030,Consumer Durable,1358000,36,22.9,2023-03-18,Active
LN005193,CUST01326,BR007,Personal Loan,493000,60,19.05,2023-11-03,Written-Off
LN005194,CUST05954,BR014,Personal Loan,1161000,12,21.53,2022-02-12,Written-Off
LN005195,CUST03935,BR025,Personal Loan,370000,60,12.36,2021-01-20,Written-Off
LN005196,CUST06346,BR039,Personal Loan,1069000,48,20.76,2022-07-19,Closed
LN005197,CUST06629,BR026,Personal Loan,460000,12,13.17,2023-09-25,Written-Off
LN005198,CUST04123,BR022,Consumer Durable,1089000,48,11.01,2023-01-14,Closed
LN005199,CUST04853,BR014,Personal Loan,57000,18,23.27,2021-02-20,Active
LN005200,CUST06282,BR012,Personal Loan,83000,36,14.01,2021-02-11,Closed
LN005201,CUST02758,BR032,Personal Loan,75000,18,13.22,2023-03-31,Closed
LN005202,CUST07955,BR022,Personal Loan,132000,12,13.47,2021-03-02,Active
LN005203,CUST03734,BR012,Personal Loan,285000,48,23.6,2022-11-12,Active
LN005204,CUST06234,BR032,Personal Loan,820000,18,18.64,2023-04-11,Active
LN005205,CUST04104,BR006,Consumer Durable,109000,12,23.73,2021-06-12,Closed
LN005206,CUST06283,BR034,Consumer Durable,113000,60,11.9,2023-03-27,Active
LN005207,CUST01532,BR009,Personal Loan,662000,12,16.25,2021-03-12,Active
LN005208,CUST06320,BR028,Personal Loan,588000,24,19.09,2023-07-06,Closed
LN005209,CUST05548,BR019,Personal Loan,258000,36,19.14,2022-06-30,Closed
LN005210,CUST07383,BR010,Personal Loan,1358000,18,21.92,2023-05-17,Written-Off
LN005211,CUST04273,BR017,Personal Loan,639000,24,19.18,2022-11-22,Written-Off
LN005212,CUST06079,BR004,Consumer Durable,471000,18,21.65,2022-10-10,Closed
LN005213,CUST03049,BR039,Personal Loan,423000,24,14.14,2021-01-18,Closed
LN005214,CUST01299,BR025,Personal Loan,1463000,12,15.85,2023-02-11,Active
LN005215,CUST07574,BR003,Two-Wheeler Loan,356000,48,11.83,2023-05-31,Active
LN005216,CUST05477,BR033,Personal Loan,99000,60,15.55,2021-08-15,Closed
LN005217,CUST03274,BR009,Personal Loan,279000,48,18.31,2023-02-03,Closed
LN005218,CUST05694,BR024,Personal Loan,329000,12,18.74,2022-01-05,Closed
LN005219,CUST07260,BR005,Two-Wheeler Loan,1433000,48,17.96,2021-07-27,Written-Off
LN005220,CUST05400,BR030,Personal Loan,429000,12,11.78,2021-11-10,Closed
LN005221,CUST01444,BR024,Personal Loan,952000,48,16.54,2022-12-23,Closed
LN005222,CUST00764,BR007,Personal Loan,1206000,18,20.68,2021-12-14,Active
LN005223,CUST06709,BR040,Two-Wheeler Loan,27000,12,13.01,2022-09-06,Closed
LN005224,CUST00808,BR040,Two-Wheeler Loan,87000,60,19.68,2023-06-10,Active
LN005225,CUST06577,BR037,Consumer Durable,52000,18,11.52,2023-09-03,Active
LN005226,CUST05185,BR029,Personal Loan,336000,24,12.2,2022-05-23,Active
LN005227,CUST04911,BR031,Personal Loan,733000,18,16.49,2023-12-21,Closed
LN005228,CUST03187,BR009,Consumer Durable,578000,18,12.74,2022-12-16,Active
LN005229,CUST07207,BR017,Personal Loan,50000,18,12.1,2021-12-08,Active
LN005230,CUST01954,BR027,Consumer Durable,339000,24,16.52,2021-12-09,Active
LN005231,CUST07359,BR037,Personal Loan,26000,48,16.58,2023-11-26,Active
LN005232,CUST04366,BR040,Consumer Durable,466000,60,10.8,2021-05-11,Active
LN005233,CUST00026,BR020,Personal Loan,1406000,36,20.14,2022-01-19,Closed
LN005234,CUST04196,BR011,Personal Loan,135000,18,23.06,2022-04-17,Active
LN005235,CUST06031,BR017,Consumer Durable,95000,12,11.0,2022-04-05,Active
LN005236,CUST02246,BR020,Consumer Durable,57000,36,15.36,2023-03-14,Closed
LN005237,CUST06395,BR002,Two-Wheeler Loan,172000,48,16.02,2021-09-09,Active
LN005238,CUST07532,BR038,Personal Loan,54000,36,15.34,2022-01-20,Active
LN005239,CUST01579,BR020,Two-Wheeler Loan,149000,60,22.15,2022-12-25,Active
LN005240,CUST06254,BR020,Personal Loan,436000,24,12.66,2023-07-10,Closed
LN005241,CUST01501,BR035,Personal Loan,878000,48,13.35,2023-01-25,Active
LN005242,CUST06429,BR005,Consumer Durable,55000,48,19.01,2021-01-29,Closed
LN005243,CUST07144,BR015,Two-Wheeler Loan,845000,48,20.54,2022-10-12,Active
LN005244,CUST00238,BR026,Personal Loan,445000,60,11.84,2021-09-07,Written-Off
LN005245,CUST05534,BR003,Personal Loan,534000,12,14.31,2023-05-18,Active
LN005246,CUST07959,BR036,Personal Loan,90000,18,15.25,2021-08-01,Active
LN005247,CUST01028,BR028,Consumer Durable,426000,24,18.65,2022-11-06,Closed
LN005248,CUST02083,BR017,Personal Loan,63000,24,21.05,2022-10-17,Closed
LN005249,CUST00676,BR039,Two-Wheeler Loan,1296000,48,16.43,2022-12-01,Active
LN005250,CUST00575,BR022,Personal Loan,516000,12,20.1,2023-11-03,Active
LN005251,CUST06823,BR015,Personal Loan,492000,18,21.58,2021-05-03,Closed
LN005252,CUST02143,BR023,Personal Loan,64000,12,14.08,2021-07-17,Active
LN005253,CUST07499,BR038,Personal Loan,985000,24,22.4,2021-01-06,Closed
LN005254,CUST03216,BR010,Personal Loan,157000,18,20.21,2021-01-23,Written-Off
LN005255,CUST07885,BR017,Personal Loan,1254000,24,19.06,2021-08-02,Active
LN005256,CUST05677,BR001,Personal Loan,283000,60,13.02,2021-10-23,Active
LN005257,CUST01561,BR011,Personal Loan,101000,48,17.31,2021-08-11,Closed
LN005258,CUST06054,BR019,Personal Loan,78000,24,14.15,2022-03-09,Active
LN005259,CUST00549,BR013,Personal Loan,30000,18,17.4,2022-01-31,Active
LN005260,CUST07279,BR013,Personal Loan,258000,48,20.57,2023-07-31,Closed
LN005261,CUST02147,BR025,Personal Loan,454000,48,20.21,2021-08-16,Active
LN005262,CUST00002,BR012,Personal Loan,180000,18,20.47,2021-12-22,Active
LN005263,CUST01033,BR029,Personal Loan,287000,60,12.07,2023-03-19,Active
LN005264,CUST03630,BR028,Two-Wheeler Loan,479000,48,11.23,2023-05-29,Active
LN005265,CUST01769,BR023,Personal Loan,496000,48,13.0,2023-07-15,Active
LN005266,CUST04763,BR022,Personal Loan,145000,12,21.01,2023-07-15,Active
LN005267,CUST04033,BR025,Two-Wheeler Loan,37000,12,23.09,2023-11-22,Active
LN005268,CUST03893,BR014,Personal Loan,1332000,36,17.91,2023-12-10,Active
LN005269,CUST06410,BR021,Personal Loan,1325000,24,14.26,2023-11-09,Closed
LN005270,CUST07370,BR040,Two-Wheeler Loan,258000,24,12.52,2021-12-07,Closed
LN005271,CUST06007,BR017,Personal Loan,97000,48,11.55,2022-02-22,Active
LN005272,CUST02639,BR001,Consumer Durable,708000,18,14.73,2023-10-25,Written-Off
LN005273,CUST00226,BR011,Personal Loan,1229000,24,16.19,2022-12-30,Active
LN005274,CUST05902,BR022,Personal Loan,69000,24,21.44,2022-05-05,Active
LN005275,CUST06719,BR030,Consumer Durable,187000,36,12.88,2022-06-07,Active
LN005276,CUST05976,BR039,Two-Wheeler Loan,301000,36,17.42,2023-07-10,Active
LN005277,CUST01465,BR010,Two-Wheeler Loan,381000,24,14.09,2023-03-21,Closed
LN005278,CUST01830,BR002,Personal Loan,1197000,18,11.94,2021-04-04,Closed
LN005279,CUST07600,BR019,Consumer Durable,632000,24,19.37,2022-03-27,Active
LN005280,CUST05125,BR022,Personal Loan,312000,60,12.11,2021-04-22,Active
LN005281,CUST02617,BR016,Personal Loan,762000,36,12.86,2023-01-21,Active
LN005282,CUST07859,BR032,Two-Wheeler Loan,280000,60,23.11,2021-02-12,Active
LN005283,CUST06021,BR030,Consumer Durable,1269000,60,21.21,2021-02-12,Active
LN005284,CUST01855,BR015,Consumer Durable,60000,36,11.82,2021-02-10,Active
LN005285,CUST04940,BR003,Personal Loan,61000,12,15.83,2022-11-13,Written-Off
LN005286,CUST06444,BR009,Personal Loan,1396000,36,21.64,2021-02-04,Active
LN005287,CUST07809,BR033,Two-Wheeler Loan,1477000,60,13.62,2022-01-11,Written-Off
LN005288,CUST01991,BR033,Consumer Durable,462000,12,15.54,2022-05-19,Closed
LN005289,CUST03650,BR005,Two-Wheeler Loan,905000,48,10.79,2021-01-16,Active
LN005290,CUST00897,BR005,Consumer Durable,80000,18,22.02,2023-04-24,Closed
LN005291,CUST06007,BR029,Consumer Durable,377000,48,15.96,2021-09-27,Closed
LN005292,CUST02002,BR032,Personal Loan,43000,36,18.36,2022-01-07,Closed
LN005293,CUST00951,BR007,Personal Loan,1085000,18,14.72,2023-02-03,Written-Off
LN005294,CUST04842,BR007,Consumer Durable,81000,18,17.12,2023-12-22,Active
LN005295,CUST03278,BR034,Consumer Durable,225000,60,20.37,2023-03-21,Written-Off
LN005296,CUST05019,BR033,Two-Wheeler Loan,41000,18,17.94,2021-02-03,Closed
LN005297,CUST04077,BR030,Personal Loan,67000,48,10.57,2022-07-25,Active
LN005298,CUST06822,BR005,Personal Loan,38000,60,18.67,2021-06-21,Closed
LN005299,CUST04168,BR022,Consumer Durable,97000,36,14.14,2021-02-05,Active
LN005300,CUST03912,BR020,Two-Wheeler Loan,94000,24,18.91,2021-01-16,Written-Off
LN005301,CUST04858,BR016,Consumer Durable,141000,12,12.79,2021-11-03,Closed
LN005302,CUST04370,BR016,Personal Loan,1334000,60,18.08,2022-05-21,Closed
LN005303,CUST02936,BR017,Two-Wheeler Loan,1163000,60,21.25,2021-04-04,Written-Off
LN005304,CUST02028,BR025,Personal Loan,192000,60,22.3,2023-11-10,Closed
LN005305,CUST03089,BR030,Personal Loan,1282000,12,13.68,2021-08-13,Closed
LN005306,CUST06614,BR019,Two-Wheeler Loan,806000,24,19.65,2022-01-17,Active
LN005307,CUST01567,BR023,Personal Loan,38000,18,12.12,2022-06-21,Written-Off
LN005308,CUST07355,BR014,Personal Loan,63000,12,11.02,2022-03-22,Active
LN005309,CUST05652,BR012,Personal Loan,530000,24,19.06,2022-09-27,Active
LN005310,CUST03235,BR010,Personal Loan,686000,36,21.43,2021-06-17,Active
LN005311,CUST00553,BR038,Consumer Durable,382000,18,18.12,2023-11-13,Closed
LN005312,CUST05470,BR038,Consumer Durable,1390000,60,14.38,2021-04-09,Closed
LN005313,CUST00822,BR034,Personal Loan,1222000,48,15.07,2022-03-24,Written-Off
LN005314,CUST06920,BR016,Personal Loan,87000,18,14.23,2022-03-27,Closed
LN005315,CUST04312,BR032,Consumer Durable,1058000,48,17.86,2022-03-17,Written-Off
LN005316,CUST03228,BR017,Personal Loan,951000,36,22.81,2022-05-20,Active
LN005317,CUST01340,BR037,Two-Wheeler Loan,44000,48,20.89,2022-04-14,Closed
LN005318,CUST02525,BR037,Two-Wheeler Loan,116000,36,21.51,2021-03-03,Closed
LN005319,CUST07587,BR032,Personal Loan,1254000,12,13.44,2022-01-12,Closed
LN005320,CUST00299,BR032,Personal Loan,99000,24,22.54,2023-03-20,Active
LN005321,CUST01076,BR039,Personal Loan,1065000,24,12.98,2021-04-09,Written-Off
LN005322,CUST03902,BR026,Consumer Durable,814000,60,19.61,2023-04-13,Active
LN005323,CUST00250,BR015,Two-Wheeler Loan,29000,18,21.04,2021-06-24,Active
LN005324,CUST02032,BR039,Personal Loan,207000,48,11.1,2021-03-18,Closed
LN005325,CUST03637,BR014,Two-Wheeler Loan,1068000,60,22.74,2023-10-10,Active
LN005326,CUST06737,BR012,Personal Loan,109000,12,11.07,2022-03-21,Active
LN005327,CUST01101,BR011,Consumer Durable,756000,48,23.51,2023-01-22,Active
LN005328,CUST07223,BR033,Consumer Durable,146000,36,19.86,2022-05-07,Active
LN005329,CUST01326,BR003,Personal Loan,458000,12,17.67,2021-03-25,Active
LN005330,CUST03639,BR005,Two-Wheeler Loan,194000,24,18.59,2021-04-13,Active
LN005331,CUST01496,BR033,Two-Wheeler Loan,66000,18,22.13,2021-09-07,Closed
LN005332,CUST07391,BR011,Personal Loan,1171000,60,18.62,2021-05-01,Closed
LN005333,CUST05890,BR027,Personal Loan,211000,36,14.21,2022-10-30,Active
LN005334,CUST06288,BR005,Two-Wheeler Loan,43000,24,22.71,2022-01-14,Active
LN005335,CUST05443,BR016,Personal Loan,452000,12,16.2,2022-04-10,Active
LN005336,CUST05594,BR029,Consumer Durable,528000,12,10.9,2021-01-16,Active
LN005337,CUST02220,BR024,Two-Wheeler Loan,730000,60,19.51,2021-07-16,Active
LN005338,CUST05238,BR036,Personal Loan,362000,36,22.89,2023-07-24,Active
LN005339,CUST03120,BR014,Consumer Durable,746000,18,20.33,2021-07-29,Closed
LN005340,CUST07786,BR008,Personal Loan,760000,60,21.13,2021-07-19,Active
LN005341,CUST04503,BR023,Two-Wheeler Loan,825000,48,11.21,2023-08-16,Closed
LN005342,CUST02889,BR020,Personal Loan,127000,12,19.29,2023-04-25,Closed
LN005343,CUST06510,BR022,Personal Loan,46000,48,14.04,2022-04-09,Closed
LN005344,CUST06947,BR032,Consumer Durable,430000,36,13.72,2023-06-16,Active
LN005345,CUST05774,BR020,Personal Loan,404000,36,15.3,2021-11-21,Closed
LN005346,CUST03529,BR015,Personal Loan,80000,18,15.45,2023-04-05,Active
LN005347,CUST02518,BR021,Personal Loan,1245000,24,19.45,2021-06-30,Active
LN005348,CUST00717,BR023,Consumer Durable,152000,36,22.12,2022-08-11,Active
LN005349,CUST03252,BR026,Personal Loan,61000,24,20.78,2021-07-04,Closed
LN005350,CUST06669,BR024,Personal Loan,1016000,12,22.46,2023-01-30,Written-Off
LN005351,CUST06778,BR013,Personal Loan,412000,60,17.46,2021-11-21,Closed
LN005352,CUST05462,BR017,Personal Loan,123000,12,21.12,2023-04-27,Active
LN005353,CUST07595,BR003,Personal Loan,622000,36,17.31,2021-02-28,Closed
LN005354,CUST03201,BR036,Consumer Durable,234000,18,12.39,2022-06-19,Written-Off
LN005355,CUST01358,BR025,Two-Wheeler Loan,873000,18,21.04,2023-01-20,Active
LN005356,CUST01107,BR009,Consumer Durable,37000,48,15.18,2022-05-28,Active
LN005357,CUST04621,BR037,Two-Wheeler Loan,409000,48,12.46,2022-05-06,Written-Off
LN005358,CUST07825,BR026,Personal Loan,188000,24,13.51,2021-08-19,Active
LN005359,CUST04414,BR001,Personal Loan,100000,60,23.17,2023-07-15,Closed
LN005360,CUST05351,BR006,Personal Loan,26000,60,11.86,2021-11-28,Active
LN005361,CUST00655,BR021,Personal Loan,46000,12,21.76,2022-04-30,Closed
LN005362,CUST03355,BR025,Personal Loan,28000,36,19.75,2023-09-05,Active
LN005363,CUST02955,BR005,Personal Loan,73000,36,17.81,2021-05-29,Closed
LN005364,CUST00898,BR010,Two-Wheeler Loan,81000,24,17.26,2021-01-21,Active
LN005365,CUST01511,BR011,Consumer Durable,443000,60,18.09,2023-09-15,Active
LN005366,CUST05951,BR037,Two-Wheeler Loan,406000,60,12.53,2022-06-24,Active
LN005367,CUST03927,BR029,Personal Loan,127000,60,18.04,2022-12-27,Active
LN005368,CUST06219,BR004,Two-Wheeler Loan,1455000,60,17.21,2022-08-07,Closed
LN005369,CUST04588,BR027,Personal Loan,230000,48,16.68,2021-06-02,Active
LN005370,CUST05292,BR025,Two-Wheeler Loan,1241000,12,19.01,2021-09-03,Written-Off
LN005371,CUST07732,BR015,Personal Loan,1168000,36,14.43,2021-12-27,Written-Off
LN005372,CUST04513,BR028,Personal Loan,1168000,24,22.46,2023-08-21,Closed
LN005373,CUST01158,BR029,Personal Loan,650000,12,23.43,2021-04-06,Active
LN005374,CUST06344,BR003,Two-Wheeler Loan,33000,36,15.55,2022-07-08,Written-Off
LN005375,CUST05851,BR023,Personal Loan,32000,48,13.16,2022-07-16,Active
LN005376,CUST05935,BR002,Personal Loan,203000,36,16.59,2021-09-12,Closed
LN005377,CUST07499,BR036,Consumer Durable,219000,60,23.81,2022-07-07,Active
LN005378,CUST02833,BR024,Two-Wheeler Loan,1438000,48,16.87,2022-02-06,Active
LN005379,CUST03918,BR010,Personal Loan,1430000,12,16.31,2022-01-20,Active
LN005380,CUST06352,BR033,Personal Loan,197000,12,19.51,2022-05-01,Active
LN005381,CUST04100,BR032,Consumer Durable,119000,60,21.74,2023-03-26,Written-Off
LN005382,CUST04744,BR040,Two-Wheeler Loan,1319000,24,16.06,2022-07-05,Active
LN005383,CUST02744,BR038,Consumer Durable,92000,24,17.04,2021-10-10,Closed
LN005384,CUST07896,BR034,Two-Wheeler Loan,36000,24,13.65,2022-07-30,Closed
LN005385,CUST00731,BR032,Personal Loan,1473000,24,16.91,2023-06-17,Written-Off
LN005386,CUST05828,BR030,Personal Loan,330000,36,16.09,2021-09-05,Active
LN005387,CUST05392,BR003,Personal Loan,656000,18,23.78,2023-06-24,Active
LN005388,CUST07594,BR026,Personal Loan,75000,12,11.8,2022-01-13,Closed
LN005389,CUST03041,BR008,Personal Loan,1244000,24,12.3,2023-05-17,Active
LN005390,CUST04038,BR028,Personal Loan,275000,48,12.49,2021-09-16,Active
LN005391,CUST05265,BR040,Personal Loan,38000,48,22.4,2022-04-11,Active
LN005392,CUST00597,BR020,Personal Loan,97000,60,21.03,2023-12-19,Written-Off
LN005393,CUST00490,BR020,Personal Loan,141000,12,15.49,2021-06-22,Closed
LN005394,CUST01491,BR019,Two-Wheeler Loan,292000,24,23.08,2021-02-17,Active
LN005395,CUST06501,BR021,Consumer Durable,598000,60,12.41,2021-12-27,Closed
LN005396,CUST03666,BR009,Consumer Durable,66000,24,11.66,2021-12-04,Closed
LN005397,CUST07273,BR013,Personal Loan,83000,18,19.91,2023-07-21,Active
LN005398,CUST06006,BR003,Consumer Durable,158000,60,14.58,2023-04-30,Active
LN005399,CUST05951,BR031,Personal Loan,95000,36,17.17,2023-10-02,Closed
